any,mes,grup_codi,grup,ipc,periode
2002,1,00,Índex general,58.717,2002-01
2002,2,00,Índex general,58.768,2002-02
2002,3,00,Índex general,59.253,2002-03
2002,4,00,Índex general,60.058,2002-04
2002,5,00,Índex general,60.274,2002-05
2002,6,00,Índex general,60.277,2002-06
2002,7,00,Índex general,59.858,2002-07
2002,8,00,Índex general,60.03,2002-08
2002,9,00,Índex general,60.255,2002-09
2002,10,00,Índex general,60.851,2002-10
2002,11,00,Índex general,60.946,2002-11
2002,12,00,Índex general,61.148,2002-12
2003,1,00,Índex general,60.896,2003-01
2003,2,00,Índex general,61.026,2003-02
2003,3,00,Índex general,61.449,2003-03
2003,4,00,Índex general,61.949,2003-04
2003,5,00,Índex general,61.892,2003-05
2003,6,00,Índex general,61.933,2003-06
2003,7,00,Índex general,61.545,2003-07
2003,8,00,Índex general,61.827,2003-08
2003,9,00,Índex general,62.011,2003-09
2003,10,00,Índex general,62.429,2003-10
2003,11,00,Índex general,62.633,2003-11
2003,12,00,Índex general,62.74,2003-12
2004,1,00,Índex general,62.3,2004-01
2004,2,00,Índex general,62.329,2004-02
2004,3,00,Índex general,62.764,2004-03
2004,4,00,Índex general,63.623,2004-04
2004,5,00,Índex general,63.999,2004-05
2004,6,00,Índex general,64.1,2004-06
2004,7,00,Índex general,63.614,2004-07
2004,8,00,Índex general,63.895,2004-08
2004,9,00,Índex general,64.009,2004-09
2004,10,00,Índex general,64.667,2004-10
2004,11,00,Índex general,64.828,2004-11
2004,12,00,Índex general,64.765,2004-12
2005,1,00,Índex general,64.219,2005-01
2005,2,00,Índex general,64.386,2005-02
2005,3,00,Índex general,64.895,2005-03
2005,4,00,Índex general,65.83,2005-04
2005,5,00,Índex general,65.956,2005-05
2005,6,00,Índex general,66.11,2005-06
2005,7,00,Índex general,65.705,2005-07
2005,8,00,Índex general,65.994,2005-08
2005,9,00,Índex general,66.399,2005-09
2005,10,00,Índex general,66.939,2005-10
2005,11,00,Índex general,67.04,2005-11
2005,12,00,Índex general,67.184,2005-12
2006,1,00,Índex general,66.912,2006-01
2006,2,00,Índex general,66.944,2006-02
2006,3,00,Índex general,67.418,2006-03
2006,4,00,Índex general,68.369,2006-04
2006,5,00,Índex general,68.615,2006-05
2006,6,00,Índex general,68.719,2006-06
2006,7,00,Índex general,68.31,2006-07
2006,8,00,Índex general,68.45,2006-08
2006,9,00,Índex general,68.337,2006-09
2006,10,00,Índex general,68.618,2006-10
2006,11,00,Índex general,68.787,2006-11
2006,12,00,Índex general,68.976,2006-12
2007,1,00,Índex general,68.512,2007-01
2007,2,00,Índex general,68.559,2007-02
2007,3,00,Índex general,69.079,2007-03
2007,4,00,Índex general,70.033,2007-04
2007,5,00,Índex general,70.225,2007-05
2007,6,00,Índex general,70.354,2007-06
2007,7,00,Índex general,69.843,2007-07
2007,8,00,Índex general,69.938,2007-08
2007,9,00,Índex general,70.168,2007-09
2007,10,00,Índex general,71.077,2007-10
2007,11,00,Índex general,71.587,2007-11
2007,12,00,Índex general,71.887,2007-12
2008,1,00,Índex general,71.442,2008-01
2008,2,00,Índex general,71.553,2008-02
2008,3,00,Índex general,72.188,2008-03
2008,4,00,Índex general,72.965,2008-04
2008,5,00,Índex general,73.458,2008-05
2008,6,00,Índex general,73.881,2008-06
2008,7,00,Índex general,73.526,2008-07
2008,8,00,Índex general,73.368,2008-08
2008,9,00,Índex general,73.353,2008-09
2008,10,00,Índex general,73.605,2008-10
2008,11,00,Índex general,73.293,2008-11
2008,12,00,Índex general,72.917,2008-12
2009,1,00,Índex general,72.018,2009-01
2009,2,00,Índex general,72.026,2009-02
2009,3,00,Índex general,72.144,2009-03
2009,4,00,Índex general,72.849,2009-04
2009,5,00,Índex general,72.823,2009-05
2009,6,00,Índex general,73.144,2009-06
2009,7,00,Índex general,72.52,2009-07
2009,8,00,Índex general,72.773,2009-08
2009,9,00,Índex general,72.601,2009-09
2009,10,00,Índex general,73.119,2009-10
2009,11,00,Índex general,73.515,2009-11
2009,12,00,Índex general,73.496,2009-12
2010,1,00,Índex general,72.759,2010-01
2010,2,00,Índex general,72.627,2010-02
2010,3,00,Índex general,73.165,2010-03
2010,4,00,Índex general,73.944,2010-04
2010,5,00,Índex general,74.109,2010-05
2010,6,00,Índex general,74.241,2010-06
2010,7,00,Índex general,73.909,2010-07
2010,8,00,Índex general,74.095,2010-08
2010,9,00,Índex general,74.146,2010-09
2010,10,00,Índex general,74.824,2010-10
2010,11,00,Índex general,75.23,2010-11
2010,12,00,Índex general,75.692,2010-12
2011,1,00,Índex general,75.138,2011-01
2011,2,00,Índex general,75.234,2011-02
2011,3,00,Índex general,75.796,2011-03
2011,4,00,Índex general,76.739,2011-04
2011,5,00,Índex general,76.714,2011-05
2011,6,00,Índex general,76.606,2011-06
2011,7,00,Índex general,76.194,2011-07
2011,8,00,Índex general,76.289,2011-08
2011,9,00,Índex general,76.475,2011-09
2011,10,00,Índex general,77.078,2011-10
2011,11,00,Índex general,77.391,2011-11
2011,12,00,Índex general,77.492,2011-12
2012,1,00,Índex general,76.639,2012-01
2012,2,00,Índex general,76.719,2012-02
2012,3,00,Índex general,77.235,2012-03
2012,4,00,Índex general,78.32,2012-04
2012,5,00,Índex general,78.204,2012-05
2012,6,00,Índex general,78.058,2012-06
2012,7,00,Índex general,77.876,2012-07
2012,8,00,Índex general,78.314,2012-08
2012,9,00,Índex general,79.085,2012-09
2012,10,00,Índex general,79.757,2012-10
2012,11,00,Índex general,79.658,2012-11
2012,12,00,Índex general,79.714,2012-12
2013,1,00,Índex general,78.695,2013-01
2013,2,00,Índex general,78.832,2013-02
2013,3,00,Índex general,79.109,2013-03
2013,4,00,Índex general,79.405,2013-04
2013,5,00,Índex general,79.551,2013-05
2013,6,00,Índex general,79.669,2013-06
2013,7,00,Índex general,79.258,2013-07
2013,8,00,Índex general,79.504,2013-08
2013,9,00,Índex general,79.355,2013-09
2013,10,00,Índex general,79.678,2013-10
2013,11,00,Índex general,79.844,2013-11
2013,12,00,Índex general,79.915,2013-12
2014,1,00,Índex general,78.852,2014-01
2014,2,00,Índex general,78.818,2014-02
2014,3,00,Índex general,78.994,2014-03
2014,4,00,Índex general,79.697,2014-04
2014,5,00,Índex general,79.715,2014-05
2014,6,00,Índex general,79.737,2014-06
2014,7,00,Índex general,78.987,2014-07
2014,8,00,Índex general,79.112,2014-08
2014,9,00,Índex general,79.233,2014-09
2014,10,00,Índex general,79.602,2014-10
2014,11,00,Índex general,79.547,2014-11
2014,12,00,Índex general,79.083,2014-12
2015,1,00,Índex general,77.812,2015-01
2015,2,00,Índex general,77.972,2015-02
2015,3,00,Índex general,78.47,2015-03
2015,4,00,Índex general,79.191,2015-04
2015,5,00,Índex general,79.569,2015-05
2015,6,00,Índex general,79.782,2015-06
2015,7,00,Índex general,79.041,2015-07
2015,8,00,Índex general,78.779,2015-08
2015,9,00,Índex general,78.536,2015-09
2015,10,00,Índex general,79.039,2015-10
2015,11,00,Índex general,79.329,2015-11
2015,12,00,Índex general,79.097,2015-12
2016,1,00,Índex general,77.588,2016-01
2016,2,00,Índex general,77.314,2016-02
2016,3,00,Índex general,77.81,2016-03
2016,4,00,Índex general,78.355,2016-04
2016,5,00,Índex general,78.783,2016-05
2016,6,00,Índex general,79.148,2016-06
2016,7,00,Índex general,78.572,2016-07
2016,8,00,Índex general,78.673,2016-08
2016,9,00,Índex general,78.677,2016-09
2016,10,00,Índex general,79.576,2016-10
2016,11,00,Índex general,79.864,2016-11
2016,12,00,Índex general,80.338,2016-12
2017,1,00,Índex general,79.896,2017-01
2017,2,00,Índex general,79.608,2017-02
2017,3,00,Índex general,79.592,2017-03
2017,4,00,Índex general,80.356,2017-04
2017,5,00,Índex general,80.308,2017-05
2017,6,00,Índex general,80.343,2017-06
2017,7,00,Índex general,79.788,2017-07
2017,8,00,Índex general,79.947,2017-08
2017,9,00,Índex general,80.086,2017-09
2017,10,00,Índex general,80.825,2017-10
2017,11,00,Índex general,81.194,2017-11
2017,12,00,Índex general,81.231,2017-12
2018,1,00,Índex general,80.355,2018-01
2018,2,00,Índex general,80.463,2018-02
2018,3,00,Índex general,80.558,2018-03
2018,4,00,Índex general,81.224,2018-04
2018,5,00,Índex general,81.956,2018-05
2018,6,00,Índex general,82.17,2018-06
2018,7,00,Índex general,81.581,2018-07
2018,8,00,Índex general,81.697,2018-08
2018,9,00,Índex general,81.897,2018-09
2018,10,00,Índex general,82.654,2018-10
2018,11,00,Índex general,82.563,2018-11
2018,12,00,Índex general,82.193,2018-12
2019,1,00,Índex general,81.142,2019-01
2019,2,00,Índex general,81.34,2019-02
2019,3,00,Índex general,81.636,2019-03
2019,4,00,Índex general,82.459,2019-04
2019,5,00,Índex general,82.619,2019-05
2019,6,00,Índex general,82.522,2019-06
2019,7,00,Índex general,82.011,2019-07
2019,8,00,Índex general,81.965,2019-08
2019,9,00,Índex general,81.965,2019-09
2019,10,00,Índex general,82.76,2019-10
2019,11,00,Índex general,82.9,2019-11
2019,12,00,Índex general,82.84,2019-12
2020,1,00,Índex general,82.032,2020-01
2020,2,00,Índex general,81.935,2020-02
2020,3,00,Índex general,81.621,2020-03
2020,4,00,Índex general,81.868,2020-04
2020,5,00,Índex general,81.863,2020-05
2020,6,00,Índex general,82.24,2020-06
2020,7,00,Índex general,81.502,2020-07
2020,8,00,Índex general,81.54,2020-08
2020,9,00,Índex general,81.662,2020-09
2020,10,00,Índex general,82.09,2020-10
2020,11,00,Índex general,82.225,2020-11
2020,12,00,Índex general,82.4,2020-12
2021,1,00,Índex general,82.407,2021-01
2021,2,00,Índex general,81.922,2021-02
2021,3,00,Índex general,82.716,2021-03
2021,4,00,Índex general,83.693,2021-04
2021,5,00,Índex general,84.087,2021-05
2021,6,00,Índex general,84.487,2021-06
2021,7,00,Índex general,83.85,2021-07
2021,8,00,Índex general,84.232,2021-08
2021,9,00,Índex general,84.934,2021-09
2021,10,00,Índex general,86.496,2021-10
2021,11,00,Índex general,86.761,2021-11
2021,12,00,Índex general,87.797,2021-12
2022,1,00,Índex general,87.46,2022-01
2022,2,00,Índex general,88.167,2022-02
2022,3,00,Índex general,90.837,2022-03
2022,4,00,Índex general,90.676,2022-04
2022,5,00,Índex general,91.426,2022-05
2022,6,00,Índex general,93.118,2022-06
2022,7,00,Índex general,92.881,2022-07
2022,8,00,Índex general,93.117,2022-08
2022,9,00,Índex general,92.47,2022-09
2022,10,00,Índex general,92.78,2022-10
2022,11,00,Índex general,92.669,2022-11
2022,12,00,Índex general,92.808,2022-12
2023,1,00,Índex general,92.613,2023-01
2023,2,00,Índex general,93.487,2023-02
2023,3,00,Índex general,93.831,2023-03
2023,4,00,Índex general,94.39,2023-04
2023,5,00,Índex general,94.345,2023-05
2023,6,00,Índex general,94.881,2023-06
2023,7,00,Índex general,95.042,2023-07
2023,8,00,Índex general,95.552,2023-08
2023,9,00,Índex general,95.721,2023-09
2023,10,00,Índex general,95.998,2023-10
2023,11,00,Índex general,95.663,2023-11
2023,12,00,Índex general,95.687,2023-12
2024,1,00,Índex general,95.768,2024-01
2024,2,00,Índex general,96.108,2024-02
2024,3,00,Índex general,96.84,2024-03
2024,4,00,Índex general,97.514,2024-04
2024,5,00,Índex general,97.771,2024-05
2024,6,00,Índex general,98.139,2024-06
2024,7,00,Índex general,97.673,2024-07
2024,8,00,Índex general,97.713,2024-08
2024,9,00,Índex general,97.123,2024-09
2024,10,00,Índex general,97.729,2024-10
2024,11,00,Índex general,97.968,2024-11
2024,12,00,Índex general,98.411,2024-12
2025,1,00,Índex general,98.579,2025-01
2025,2,00,Índex general,98.966,2025-02
2025,3,00,Índex general,99.024,2025-03
2025,4,00,Índex general,99.647,2025-04
2025,5,00,Índex general,99.714,2025-05
2025,6,00,Índex general,100.382,2025-06
2025,7,00,Índex general,100.305,2025-07
2025,8,00,Índex general,100.345,2025-08
2025,9,00,Índex general,100.059,2025-09
2025,10,00,Índex general,100.748,2025-10
2025,11,00,Índex general,100.943,2025-11
2025,12,00,Índex general,101.289,2025-12
2026,1,00,Índex general,100.836,2026-01
2026,2,00,Índex general,101.261,2026-02
2026,3,00,Índex general,102.44,2026-03
2026,4,00,Índex general,102.883,2026-04
2026,5,00,Índex general,102.951,2026-05
2026,6,00,Índex general,103.598,2026-06
2026,7,00,Índex general,103.899,2026-07
2002,1,01,Alimentació i begudes no alcohòliques,49.796,2002-01
2002,2,01,Alimentació i begudes no alcohòliques,49.779,2002-02
2002,3,01,Alimentació i begudes no alcohòliques,50.042,2002-03
2002,4,01,Alimentació i begudes no alcohòliques,50.367,2002-04
2002,5,01,Alimentació i begudes no alcohòliques,50.585,2002-05
2002,6,01,Alimentació i begudes no alcohòliques,50.715,2002-06
2002,7,01,Alimentació i begudes no alcohòliques,50.926,2002-07
2002,8,01,Alimentació i begudes no alcohòliques,51.167,2002-08
2002,9,01,Alimentació i begudes no alcohòliques,51.436,2002-09
2002,10,01,Alimentació i begudes no alcohòliques,51.53,2002-10
2002,11,01,Alimentació i begudes no alcohòliques,51.605,2002-11
2002,12,01,Alimentació i begudes no alcohòliques,51.93,2002-12
2003,1,01,Alimentació i begudes no alcohòliques,52.214,2003-01
2003,2,01,Alimentació i begudes no alcohòliques,52.039,2003-02
2003,3,01,Alimentació i begudes no alcohòliques,52.225,2003-03
2003,4,01,Alimentació i begudes no alcohòliques,52.246,2003-04
2003,5,01,Alimentació i begudes no alcohòliques,52.392,2003-05
2003,6,01,Alimentació i begudes no alcohòliques,52.482,2003-06
2003,7,01,Alimentació i begudes no alcohòliques,52.777,2003-07
2003,8,01,Alimentació i begudes no alcohòliques,53.233,2003-08
2003,9,01,Alimentació i begudes no alcohòliques,53.697,2003-09
2003,10,01,Alimentació i begudes no alcohòliques,53.729,2003-10
2003,11,01,Alimentació i begudes no alcohòliques,53.806,2003-11
2003,12,01,Alimentació i begudes no alcohòliques,54.036,2003-12
2004,1,01,Alimentació i begudes no alcohòliques,54.308,2004-01
2004,2,01,Alimentació i begudes no alcohòliques,54.095,2004-02
2004,3,01,Alimentació i begudes no alcohòliques,54.368,2004-03
2004,4,01,Alimentació i begudes no alcohòliques,54.634,2004-04
2004,5,01,Alimentació i begudes no alcohòliques,54.88,2004-05
2004,6,01,Alimentació i begudes no alcohòliques,54.887,2004-06
2004,7,01,Alimentació i begudes no alcohòliques,55.129,2004-07
2004,8,01,Alimentació i begudes no alcohòliques,55.288,2004-08
2004,9,01,Alimentació i begudes no alcohòliques,55.304,2004-09
2004,10,01,Alimentació i begudes no alcohòliques,55.321,2004-10
2004,11,01,Alimentació i begudes no alcohòliques,55.528,2004-11
2004,12,01,Alimentació i begudes no alcohòliques,55.681,2004-12
2005,1,01,Alimentació i begudes no alcohòliques,56.068,2005-01
2005,2,01,Alimentació i begudes no alcohòliques,55.961,2005-02
2005,3,01,Alimentació i begudes no alcohòliques,56.191,2005-03
2005,4,01,Alimentació i begudes no alcohòliques,56.557,2005-04
2005,5,01,Alimentació i begudes no alcohòliques,56.614,2005-05
2005,6,01,Alimentació i begudes no alcohòliques,56.619,2005-06
2005,7,01,Alimentació i begudes no alcohòliques,56.499,2005-07
2005,8,01,Alimentació i begudes no alcohòliques,56.707,2005-08
2005,9,01,Alimentació i begudes no alcohòliques,56.828,2005-09
2005,10,01,Alimentació i begudes no alcohòliques,56.931,2005-10
2005,11,01,Alimentació i begudes no alcohòliques,57.274,2005-11
2005,12,01,Alimentació i begudes no alcohòliques,58.002,2005-12
2006,1,01,Alimentació i begudes no alcohòliques,58.548,2006-01
2006,2,01,Alimentació i begudes no alcohòliques,58.384,2006-02
2006,3,01,Alimentació i begudes no alcohòliques,58.409,2006-03
2006,4,01,Alimentació i begudes no alcohòliques,58.521,2006-04
2006,5,01,Alimentació i begudes no alcohòliques,58.647,2006-05
2006,6,01,Alimentació i begudes no alcohòliques,58.961,2006-06
2006,7,01,Alimentació i begudes no alcohòliques,59.201,2006-07
2006,8,01,Alimentació i begudes no alcohòliques,59.295,2006-08
2006,9,01,Alimentació i begudes no alcohòliques,59.461,2006-09
2006,10,01,Alimentació i begudes no alcohòliques,59.427,2006-10
2006,11,01,Alimentació i begudes no alcohòliques,59.528,2006-11
2006,12,01,Alimentació i begudes no alcohòliques,59.844,2006-12
2007,1,01,Alimentació i begudes no alcohòliques,59.94,2007-01
2007,2,01,Alimentació i begudes no alcohòliques,59.842,2007-02
2007,3,01,Alimentació i begudes no alcohòliques,60.077,2007-03
2007,4,01,Alimentació i begudes no alcohòliques,60.42,2007-04
2007,5,01,Alimentació i begudes no alcohòliques,60.494,2007-05
2007,6,01,Alimentació i begudes no alcohòliques,60.604,2007-06
2007,7,01,Alimentació i begudes no alcohòliques,60.761,2007-07
2007,8,01,Alimentació i begudes no alcohòliques,60.956,2007-08
2007,9,01,Alimentació i begudes no alcohòliques,61.508,2007-09
2007,10,01,Alimentació i begudes no alcohòliques,62.703,2007-10
2007,11,01,Alimentació i begudes no alcohòliques,63.264,2007-11
2007,12,01,Alimentació i begudes no alcohòliques,63.806,2007-12
2008,1,01,Alimentació i begudes no alcohòliques,64.14,2008-01
2008,2,01,Alimentació i begudes no alcohòliques,64.049,2008-02
2008,3,01,Alimentació i begudes no alcohòliques,64.217,2008-03
2008,4,01,Alimentació i begudes no alcohòliques,64.423,2008-04
2008,5,01,Alimentació i begudes no alcohòliques,64.549,2008-05
2008,6,01,Alimentació i begudes no alcohòliques,64.968,2008-06
2008,7,01,Alimentació i begudes no alcohòliques,65.032,2008-07
2008,8,01,Alimentació i begudes no alcohòliques,65.124,2008-08
2008,9,01,Alimentació i begudes no alcohòliques,65.282,2008-09
2008,10,01,Alimentació i begudes no alcohòliques,65.206,2008-10
2008,11,01,Alimentació i begudes no alcohòliques,65.227,2008-11
2008,12,01,Alimentació i begudes no alcohòliques,65.331,2008-12
2009,1,01,Alimentació i begudes no alcohòliques,65.337,2009-01
2009,2,01,Alimentació i begudes no alcohòliques,65.038,2009-02
2009,3,01,Alimentació i begudes no alcohòliques,64.6,2009-03
2009,4,01,Alimentació i begudes no alcohòliques,64.391,2009-04
2009,5,01,Alimentació i begudes no alcohòliques,64.046,2009-05
2009,6,01,Alimentació i begudes no alcohòliques,63.784,2009-06
2009,7,01,Alimentació i begudes no alcohòliques,63.648,2009-07
2009,8,01,Alimentació i begudes no alcohòliques,63.753,2009-08
2009,9,01,Alimentació i begudes no alcohòliques,63.723,2009-09
2009,10,01,Alimentació i begudes no alcohòliques,63.626,2009-10
2009,11,01,Alimentació i begudes no alcohòliques,63.652,2009-11
2009,12,01,Alimentació i begudes no alcohòliques,63.778,2009-12
2010,1,01,Alimentació i begudes no alcohòliques,63.743,2010-01
2010,2,01,Alimentació i begudes no alcohòliques,63.252,2010-02
2010,3,01,Alimentació i begudes no alcohòliques,63.266,2010-03
2010,4,01,Alimentació i begudes no alcohòliques,63.191,2010-04
2010,5,01,Alimentació i begudes no alcohòliques,63.175,2010-05
2010,6,01,Alimentació i begudes no alcohòliques,63.308,2010-06
2010,7,01,Alimentació i begudes no alcohòliques,63.433,2010-07
2010,8,01,Alimentació i begudes no alcohòliques,63.708,2010-08
2010,9,01,Alimentació i begudes no alcohòliques,63.773,2010-09
2010,10,01,Alimentació i begudes no alcohòliques,63.865,2010-10
2010,11,01,Alimentació i begudes no alcohòliques,63.998,2010-11
2010,12,01,Alimentació i begudes no alcohòliques,64.232,2010-12
2011,1,01,Alimentació i begudes no alcohòliques,64.313,2011-01
2011,2,01,Alimentació i begudes no alcohòliques,64.2,2011-02
2011,3,01,Alimentació i begudes no alcohòliques,64.414,2011-03
2011,4,01,Alimentació i begudes no alcohòliques,64.596,2011-04
2011,5,01,Alimentació i begudes no alcohòliques,64.767,2011-05
2011,6,01,Alimentació i begudes no alcohòliques,64.817,2011-06
2011,7,01,Alimentació i begudes no alcohòliques,64.938,2011-07
2011,8,01,Alimentació i begudes no alcohòliques,65.08,2011-08
2011,9,01,Alimentació i begudes no alcohòliques,65.221,2011-09
2011,10,01,Alimentació i begudes no alcohòliques,65.267,2011-10
2011,11,01,Alimentació i begudes no alcohòliques,65.391,2011-11
2011,12,01,Alimentació i begudes no alcohòliques,65.599,2011-12
2012,1,01,Alimentació i begudes no alcohòliques,65.764,2012-01
2012,2,01,Alimentació i begudes no alcohòliques,65.839,2012-02
2012,3,01,Alimentació i begudes no alcohòliques,65.905,2012-03
2012,4,01,Alimentació i begudes no alcohòliques,66.065,2012-04
2012,5,01,Alimentació i begudes no alcohòliques,65.949,2012-05
2012,6,01,Alimentació i begudes no alcohòliques,66.214,2012-06
2012,7,01,Alimentació i begudes no alcohòliques,66.111,2012-07
2012,8,01,Alimentació i begudes no alcohòliques,66.392,2012-08
2012,9,01,Alimentació i begudes no alcohòliques,66.718,2012-09
2012,10,01,Alimentació i begudes no alcohòliques,66.923,2012-10
2012,11,01,Alimentació i begudes no alcohòliques,67.255,2012-11
2012,12,01,Alimentació i begudes no alcohòliques,67.585,2012-12
2013,1,01,Alimentació i begudes no alcohòliques,67.843,2013-01
2013,2,01,Alimentació i begudes no alcohòliques,67.666,2013-02
2013,3,01,Alimentació i begudes no alcohòliques,67.587,2013-03
2013,4,01,Alimentació i begudes no alcohòliques,67.79,2013-04
2013,5,01,Alimentació i begudes no alcohòliques,68.205,2013-05
2013,6,01,Alimentació i begudes no alcohòliques,68.632,2013-06
2013,7,01,Alimentació i begudes no alcohòliques,69.014,2013-07
2013,8,01,Alimentació i begudes no alcohòliques,69.324,2013-08
2013,9,01,Alimentació i begudes no alcohòliques,68.397,2013-09
2013,10,01,Alimentació i begudes no alcohòliques,67.989,2013-10
2013,11,01,Alimentació i begudes no alcohòliques,68.081,2013-11
2013,12,01,Alimentació i begudes no alcohòliques,68.393,2013-12
2014,1,01,Alimentació i begudes no alcohòliques,68.649,2014-01
2014,2,01,Alimentació i begudes no alcohòliques,68.402,2014-02
2014,3,01,Alimentació i begudes no alcohòliques,67.947,2014-03
2014,4,01,Alimentació i begudes no alcohòliques,67.878,2014-04
2014,5,01,Alimentació i begudes no alcohòliques,67.65,2014-05
2014,6,01,Alimentació i begudes no alcohòliques,67.622,2014-06
2014,7,01,Alimentació i begudes no alcohòliques,67.637,2014-07
2014,8,01,Alimentació i begudes no alcohòliques,67.806,2014-08
2014,9,01,Alimentació i begudes no alcohòliques,67.873,2014-09
2014,10,01,Alimentació i begudes no alcohòliques,68.236,2014-10
2014,11,01,Alimentació i begudes no alcohòliques,68.202,2014-11
2014,12,01,Alimentació i begudes no alcohòliques,68.166,2014-12
2015,1,01,Alimentació i begudes no alcohòliques,68.351,2015-01
2015,2,01,Alimentació i begudes no alcohòliques,68.534,2015-02
2015,3,01,Alimentació i begudes no alcohòliques,68.202,2015-03
2015,4,01,Alimentació i begudes no alcohòliques,68.151,2015-04
2015,5,01,Alimentació i begudes no alcohòliques,68.504,2015-05
2015,6,01,Alimentació i begudes no alcohòliques,68.852,2015-06
2015,7,01,Alimentació i begudes no alcohòliques,68.578,2015-07
2015,8,01,Alimentació i begudes no alcohòliques,69.064,2015-08
2015,9,01,Alimentació i begudes no alcohòliques,69.114,2015-09
2015,10,01,Alimentació i begudes no alcohòliques,69.511,2015-10
2015,11,01,Alimentació i begudes no alcohòliques,69.38,2015-11
